,persistence_entropy,topological_complexity,feature_stability,volatility,volatility_of_volatility,max_drawdown,avg_feature_lifetime,max_feature_lifetime
0,6.446713186653896,91.15,inf,0.9511934159198552,0.336817612448485,3.2602402379026514,inf,inf
