Date,SP500,Russell,NASDAQ
2006-08-09,1265.949951,681.05,2060.28
2006-08-10,1271.810059,686.27,2071.74
2006-08-11,1266.73999,679.04,2057.71
2006-08-14,1268.209961,681.73,2069.04
2006-08-15,1285.579956,697.83,2115.01
2006-08-16,1295.430054,707.39,2149.54
2006-08-17,1297.47998,710.78,2157.61
2006-08-18,1302.300049,711.68,2163.95
2006-08-21,1297.52002,705.33,2147.75
2006-08-22,1298.819946,707.76,2150.02
2006-08-23,1292.98999,698.42,2134.66
2006-08-24,1296.060059,698.72,2137.11
2006-08-25,1295.089966,699.24,2140.29
2006-08-28,1301.780029,706.65,2160.7
2006-08-29,1304.280029,714.85,2172.3
2006-08-30,1305.369995,720.58,2185.73
2006-08-31,1303.819946,720.53,2183.75
2006-09-01,1311.01001,721.56,2193.16
2006-09-04,1311.01001,721.56,2193.16
2006-09-05,1313.25,727.51,2205.7
2006-09-06,1300.26001,712.04,2167.84
2006-09-07,1294.02002,706.47,2155.29
2006-09-08,1298.920044,708.54,2165.79
2006-09-11,1299.540039,707.57,2173.25
2006-09-12,1313.0,724.48,2215.82
2006-09-13,1318.069946,730.7,2227.67
2006-09-14,1316.280029,727.6,2228.73
2006-09-15,1319.660034,729.46,2235.59
2006-09-18,1321.180054,728.84,2235.75
2006-09-19,1317.640015,725.12,2222.37
2006-09-20,1325.180054,734.48,2252.89
2006-09-21,1318.030029,727.13,2237.75
2006-09-22,1314.780029,718.63,2218.93
2006-09-25,1326.369995,727.09,2249.07
2006-09-26,1336.349976,729.61,2261.34
2006-09-27,1336.589966,732.54,2263.39
2006-09-28,1338.880005,732.56,2270.02
2006-09-29,1335.849976,725.59,2258.43
2006-10-02,1331.319946,718.81,2237.6
2006-10-03,1334.109985,718.35,2243.65
2006-10-04,1350.199951,733.48,2290.95
2006-10-05,1353.219971,743.08,2306.34
2006-10-06,1349.589966,739.81,2299.99
2006-10-09,1350.660034,744.57,2311.77
2006-10-10,1353.420044,745.88,2315.43
2006-10-11,1349.949951,741.71,2308.27
2006-10-12,1362.829956,757.09,2346.18
2006-10-13,1365.619995,762.65,2357.29
2006-10-16,1369.060059,769.48,2363.84
2006-10-17,1364.050049,764.91,2344.95
2006-10-18,1365.800049,763.4,2337.15
2006-10-19,1366.959961,767.39,2340.94
2006-10-20,1368.599976,762.13,2342.3
2006-10-23,1377.02002,763.52,2355.56
2006-10-24,1377.380005,762.43,2344.84
2006-10-25,1382.219971,767.15,2356.59
2006-10-26,1389.079956,776.04,2379.1
2006-10-27,1377.339966,765.84,2350.62
2006-10-30,1377.930054,770.36,2363.77
2006-10-31,1377.939941,766.84,2366.71
2006-11-01,1367.810059,752.15,2334.35
2006-11-02,1367.339966,750.12,2334.02
2006-11-03,1364.300049,752.73,2330.79
2006-11-06,1379.780029,763.08,2365.95
2006-11-07,1382.839966,764.39,2375.88
2006-11-08,1385.719971,769.84,2384.94
2006-11-09,1378.329956,762.06,2376.01
2006-11-10,1380.900024,769.15,2389.72
2006-11-13,1384.420044,772.41,2406.38
2006-11-14,1393.219971,785.06,2430.66
2006-11-15,1396.569946,791.96,2442.75
2006-11-16,1399.76001,790.75,2449.06
2006-11-17,1401.199951,788.47,2445.86
2006-11-20,1400.5,790.62,2452.72
2006-11-21,1402.810059,792.17,2454.84
2006-11-22,1406.089966,792.91,2465.98
2006-11-23,1406.089966,792.91,2465.98
2006-11-24,1400.949951,792.28,2460.26
2006-11-27,1381.959961,772.11,2405.92
2006-11-28,1386.719971,774.82,2412.61
2006-11-29,1399.47998,784.16,2432.23
2006-11-30,1400.630005,786.12,2431.77
2006-12-01,1396.709961,781.17,2413.21
2006-12-04,1409.119995,795.85,2448.39
2006-12-05,1414.76001,797.42,2452.38
2006-12-06,1412.900024,795.94,2445.86
2006-12-07,1407.290039,792.29,2427.69
2006-12-08,1409.839966,792.56,2437.36
2006-12-11,1413.040039,793.07,2442.86
2006-12-12,1411.560059,788.41,2431.6
2006-12-13,1413.209961,788.75,2432.41
2006-12-14,1425.48999,794.22,2453.85
2006-12-15,1427.089966,792.71,2457.2
2006-12-18,1422.47998,782.02,2435.57
2006-12-19,1425.550049,782.1,2429.55
2006-12-20,1423.530029,785.56,2427.61
2006-12-21,1418.300049,782.9,2415.85
2006-12-22,1410.76001,780.82,2401.18
2006-12-25,1410.76001,780.82,2401.18
2006-12-26,1416.900024,788.17,2413.51
2006-12-27,1426.839966,797.73,2431.22
2006-12-28,1424.72998,794.48,2425.57
2006-12-29,1418.300049,787.66,2415.29
2007-01-01,1418.300049,787.66,2415.29
2007-01-02,1418.300049,787.66,2415.29
2007-01-03,1416.599976,787.42,2423.16
2007-01-04,1418.339966,789.95,2453.43
2007-01-05,1409.709961,775.87,2434.25
2007-01-08,1412.839966,776.99,2438.2
2007-01-09,1412.109985,778.33,2443.83
2007-01-10,1414.849976,778.87,2459.33
2007-01-11,1423.819946,788.45,2484.85
2007-01-12,1430.72998,794.26,2502.82
2007-01-15,1430.72998,794.26,2502.82
2007-01-16,1431.900024,791.48,2497.78
2007-01-17,1430.619995,788.77,2479.42
2007-01-18,1426.369995,778.21,2443.21
2007-01-19,1430.5,785.16,2451.31
2007-01-22,1422.949951,777.96,2431.07
2007-01-23,1427.98999,785.38,2431.41
2007-01-24,1440.130005,794.03,2466.28
2007-01-25,1423.900024,784.19,2434.24
2007-01-26,1422.180054,788.14,2435.49
2007-01-29,1420.619995,793.1,2441.09
2007-01-30,1428.819946,797.97,2448.64
2007-01-31,1438.23999,800.34,2463.93
2007-02-01,1445.939941,807.77,2468.38
2007-02-02,1448.390015,809.42,2475.88
2007-02-05,1446.98999,806.69,2470.6
2007-02-06,1448.0,810.41,2471.49
2007-02-07,1450.02002,816.2,2490.5
2007-02-08,1448.310059,816.39,2488.67
2007-02-09,1438.060059,807.11,2459.82
2007-02-12,1433.369995,805.79,2450.38
2007-02-13,1444.26001,812.53,2459.88
2007-02-14,1455.300049,813.99,2488.38
2007-02-15,1456.810059,815.43,2497.1
2007-02-16,1455.540039,818.15,2496.31
2007-02-19,1455.540039,818.15,2496.31
2007-02-20,1459.680054,826.11,2513.04
2007-02-21,1457.630005,827.33,2518.42
2007-02-22,1456.380005,829.44,2524.94
2007-02-23,1451.189941,826.64,2515.1
2007-02-26,1449.369995,823.69,2504.52
2007-02-27,1399.040039,792.66,2407.86
2007-02-28,1406.819946,793.3,2416.15
2007-03-01,1403.170044,791.03,2404.21
2007-03-02,1387.170044,775.44,2368.0
2007-03-05,1374.119995,760.06,2340.68
2007-03-06,1395.410034,778.88,2385.14
2007-03-07,1391.969971,775.9,2374.64
2007-03-08,1401.890015,781.14,2387.73
2007-03-09,1402.839966,785.12,2387.55
2007-03-12,1406.599976,789.0,2402.29
2007-03-13,1377.949951,769.12,2350.57
2007-03-14,1387.170044,775.68,2371.74
2007-03-15,1392.280029,783.61,2378.7
2007-03-16,1386.949951,778.77,2372.66
2007-03-19,1402.060059,787.05,2394.41
2007-03-20,1410.939941,793.6,2408.21
2007-03-21,1435.040039,807.47,2455.92
2007-03-22,1434.540039,808.05,2451.74
2007-03-23,1436.109985,809.51,2448.93
2007-03-26,1437.5,808.94,2455.63
2007-03-27,1428.609985,802.36,2437.43
2007-03-28,1417.22998,797.4,2417.1
2007-03-29,1422.530029,798.94,2417.88
2007-03-30,1420.859985,800.71,2421.64
2007-04-02,1424.550049,803.22,2422.26
2007-04-03,1437.77002,811.77,2450.33
2007-04-04,1439.369995,810.79,2458.69
2007-04-05,1443.76001,813.35,2471.34
2007-04-06,1443.76001,813.35,2471.34
2007-04-09,1444.609985,811.64,2469.18
2007-04-10,1448.390015,814.51,2477.61
2007-04-11,1438.869995,808.24,2459.31
2007-04-12,1447.800049,815.05,2480.32
2007-04-13,1452.849976,819.38,2491.94
2007-04-16,1468.329956,831.44,2518.33
2007-04-17,1471.47998,828.96,2516.95
2007-04-18,1472.5,824.38,2510.5
2007-04-19,1470.72998,819.32,2505.35
2007-04-20,1484.349976,828.86,2526.39
2007-04-23,1480.930054,827.55,2523.67
2007-04-24,1480.410034,826.36,2524.54
2007-04-25,1495.420044,832.07,2547.89
2007-04-26,1494.25,833.8,2554.46
2007-04-27,1494.069946,829.7,2557.21
2007-04-30,1482.369995,814.57,2525.09
2007-05-01,1486.300049,816.25,2531.53
2007-05-02,1495.920044,828.46,2557.84
2007-05-03,1502.390015,828.87,2565.46
2007-05-04,1505.619995,832.88,2572.15
2007-05-07,1509.47998,831.87,2570.95
2007-05-08,1507.719971,830.9,2571.75
2007-05-09,1512.579956,834.77,2576.34
2007-05-10,1491.469971,818.63,2533.74
2007-05-11,1505.849976,829.54,2562.22
2007-05-14,1503.150024,822.33,2546.44
2007-05-15,1501.189941,814.18,2525.29
2007-05-16,1514.140015,820.2,2547.42
2007-05-17,1512.75,815.64,2539.38
2007-05-18,1522.75,823.66,2558.45
2007-05-21,1525.099976,833.65,2578.79
2007-05-22,1524.119995,839.92,2588.02
2007-05-23,1522.280029,836.54,2577.05
2007-05-24,1507.51001,823.8,2537.92
2007-05-25,1515.72998,829.93,2557.19
2007-05-28,1515.72998,829.93,2557.19
2007-05-29,1518.109985,837.53,2572.06
2007-05-30,1530.22998,843.35,2592.59
2007-05-31,1530.619995,847.18,2604.52
2007-06-01,1536.339966,853.45,2613.92
2007-06-04,1539.180054,855.09,2618.29
2007-06-05,1530.949951,848.25,2611.23
2007-06-06,1517.380005,841.21,2587.18
2007-06-07,1490.719971,825.32,2541.38
2007-06-08,1507.670044,835.31,2573.54
2007-06-11,1509.119995,833.18,2572.15
2007-06-12,1493.0,821.72,2549.77
2007-06-13,1515.670044,832.54,2582.31
2007-06-14,1522.969971,837.12,2599.41
2007-06-15,1532.910034,848.19,2626.71
2007-06-18,1531.050049,846.28,2626.6
2007-06-19,1533.699951,848.34,2626.76
2007-06-20,1512.839966,836.18,2599.96
2007-06-21,1522.189941,839.81,2616.96
2007-06-22,1502.560059,834.75,2588.96
2007-06-25,1497.73999,827.46,2577.08
2007-06-26,1492.890015,826.13,2574.16
2007-06-27,1506.339966,838.46,2605.35
2007-06-28,1505.709961,839.04,2608.37
2007-06-29,1503.349976,833.7,2603.23
2007-07-02,1519.430054,845.06,2632.3
2007-07-03,1524.869995,848.2,2644.95
2007-07-04,1524.869995,848.2,2644.95
2007-07-05,1525.400024,850.13,2656.65
2007-07-06,1530.439941,852.31,2666.51
2007-07-09,1531.849976,853.24,2670.02
2007-07-10,1510.119995,837.48,2639.16
2007-07-11,1518.76001,839.97,2651.79
2007-07-12,1547.699951,855.18,2701.73
2007-07-13,1552.5,855.77,2707.0
2007-07-16,1549.52002,848.47,2697.33
2007-07-17,1549.369995,849.89,2712.29
2007-07-18,1546.170044,845.91,2699.49
2007-07-19,1553.079956,851.85,2720.04
2007-07-20,1534.099976,836.44,2687.6
2007-07-23,1541.569946,835.62,2690.58
2007-07-24,1511.040039,811.86,2639.86
2007-07-25,1518.089966,812.5,2648.17
2007-07-26,1482.660034,791.48,2599.34
2007-07-27,1458.949951,777.83,2562.24
2007-07-30,1473.910034,784.23,2583.28
2007-07-31,1455.27002,776.12,2546.27
2007-08-01,1465.810059,777.92,2553.87
2007-08-02,1472.199951,783.99,2575.98
2007-08-03,1433.060059,755.42,2511.25
2007-08-06,1467.670044,766.39,2547.33
2007-08-07,1476.709961,774.13,2561.6
2007-08-08,1497.48999,795.66,2612.98
2007-08-09,1453.089966,784.87,2556.49
2007-08-10,1453.640015,788.78,2544.89
2007-08-13,1452.920044,779.81,2542.24
2007-08-14,1426.540039,762.87,2499.12
2007-08-15,1406.699951,751.54,2458.83
2007-08-16,1411.27002,768.83,2451.07
2007-08-17,1445.939941,786.03,2505.03
2007-08-20,1445.550049,787.45,2508.59
2007-08-21,1447.119995,788.38,2521.3
2007-08-22,1464.069946,798.56,2552.8
2007-08-23,1462.5,788.25,2541.7
2007-08-24,1479.369995,798.93,2576.69
2007-08-27,1466.790039,789.45,2561.25
2007-08-28,1432.359985,767.83,2500.64
2007-08-29,1463.76001,787.32,2563.16
2007-08-30,1457.640015,783.11,2565.3
2007-08-31,1473.98999,792.86,2596.36
2007-09-03,1473.98999,792.86,2596.36
2007-09-04,1489.420044,800.69,2630.24
2007-09-05,1472.290039,790.46,2605.95
2007-09-06,1478.550049,792.92,2614.32
2007-09-07,1453.550049,775.79,2565.7
2007-09-10,1451.699951,769.81,2559.11
2007-09-11,1471.48999,782.27,2597.47
2007-09-12,1471.560059,777.9,2592.07
2007-09-13,1483.949951,780.35,2601.06
2007-09-14,1484.25,783.49,2602.18
2007-09-17,1476.650024,775.81,2581.66
2007-09-18,1519.780029,806.63,2651.66
2007-09-19,1529.030029,817.4,2666.48
2007-09-20,1518.75,809.76,2654.29
2007-09-21,1525.75,813.11,2671.22
2007-09-24,1517.72998,805.8,2667.95
2007-09-25,1517.209961,803.0,2683.45
2007-09-26,1525.420044,809.12,2699.03
2007-09-27,1531.380005,814.01,2709.59
2007-09-28,1526.75,805.45,2701.5
2007-10-01,1547.040039,824.74,2740.99
2007-10-02,1546.630005,831.97,2747.11
2007-10-03,1539.589966,826.15,2729.43
2007-10-04,1542.839966,829.15,2733.57
2007-10-05,1557.589966,844.88,2780.32
2007-10-08,1552.579956,840.14,2787.37
2007-10-09,1565.150024,845.72,2803.91
2007-10-10,1562.469971,845.19,2811.61
2007-10-11,1554.410034,834.98,2772.2
2007-10-12,1561.800049,841.17,2805.68
2007-10-15,1548.709961,829.36,2780.05
2007-10-16,1538.530029,823.35,2763.91
2007-10-17,1541.23999,824.89,2792.67
2007-10-18,1540.079956,825.03,2799.31
2007-10-19,1500.630005,798.79,2725.16
2007-10-22,1506.329956,810.08,2753.93
2007-10-23,1519.589966,818.53,2799.26
2007-10-24,1515.880005,810.85,2774.76
2007-10-25,1514.400024,806.11,2750.86
2007-10-26,1535.280029,821.39,2804.19
2007-10-29,1540.97998,821.72,2817.44
2007-10-30,1531.02002,816.15,2816.71
2007-10-31,1549.380005,828.02,2859.12
2007-11-01,1508.439941,795.18,2794.83
2007-11-02,1509.650024,797.78,2810.38
2007-11-05,1502.170044,790.43,2795.18
2007-11-06,1520.27002,801.77,2825.18
2007-11-07,1475.619995,775.96,2748.76
2007-11-08,1474.77002,780.9,2696.0
2007-11-09,1453.699951,772.38,2627.94
2007-11-12,1439.180054,767.09,2584.13
2007-11-13,1481.050049,789.15,2673.65
2007-11-14,1470.579956,782.47,2644.32
2007-11-15,1451.150024,771.6,2618.51
2007-11-16,1458.73999,769.5,2637.24
2007-11-19,1433.27002,750.33,2593.38
2007-11-20,1439.699951,749.33,2596.81
2007-11-21,1416.77002,740.3,2562.15
2007-11-22,1416.77002,740.3,2562.15
2007-11-23,1440.699951,755.03,2596.6
2007-11-26,1407.219971,735.07,2540.99
2007-11-27,1428.22998,743.27,2580.8
2007-11-28,1469.02002,770.04,2662.91
2007-11-29,1469.719971,766.06,2668.13
2007-11-30,1481.140015,767.77,2660.96
2007-12-03,1472.420044,759.97,2637.13
2007-12-04,1462.790039,752.06,2619.83
2007-12-05,1485.01001,765.64,2666.36
2007-12-06,1507.339966,786.95,2709.03
2007-12-07,1504.660034,785.52,2706.16
2007-12-10,1515.959961,791.2,2718.95
2007-12-11,1477.650024,766.27,2652.35
2007-12-12,1486.589966,771.71,2671.14
2007-12-13,1488.410034,769.46,2668.49
2007-12-14,1467.949951,753.93,2635.74
2007-12-17,1445.900024,739.06,2574.46
2007-12-18,1454.97998,754.06,2596.03
2007-12-19,1453.0,756.13,2601.01
2007-12-20,1460.119995,767.54,2640.86
2007-12-21,1484.459961,785.6,2691.99
2007-12-24,1496.449951,794.39,2713.5
2007-12-25,1496.449951,794.39,2713.5
2007-12-26,1497.660034,797.03,2724.41
2007-12-27,1476.27002,773.51,2676.79
2007-12-28,1478.48999,771.76,2674.46
2007-12-31,1468.359985,766.03,2652.28
2008-01-01,1468.359985,766.03,2652.28
2008-01-02,1447.160034,753.55,2609.63
2008-01-03,1447.160034,745.01,2602.68
2008-01-04,1411.630005,721.6,2504.65
2008-01-07,1416.180054,723.95,2499.46
2008-01-08,1390.189941,704.86,2440.51
2008-01-09,1409.130005,712.12,2474.55
2008-01-10,1420.329956,720.21,2488.52
2008-01-11,1401.02002,704.65,2439.94
2008-01-14,1416.25,712.48,2478.3
2008-01-15,1380.949951,697.43,2417.59
2008-01-16,1373.199951,699.91,2394.59
2008-01-17,1333.25,680.57,2346.9
2008-01-18,1325.189941,673.18,2340.02
2008-01-21,1325.189941,673.18,2340.02
2008-01-22,1310.5,671.57,2292.27
2008-01-23,1338.599976,693.43,2316.41
2008-01-24,1352.069946,692.72,2360.92
2008-01-25,1330.609985,688.6,2326.2
2008-01-28,1353.959961,702.39,2349.91
2008-01-29,1362.300049,705.2,2358.06
2008-01-30,1355.810059,695.49,2349.0
2008-01-31,1378.550049,713.3,2389.86
2008-02-01,1395.420044,730.5,2413.36
2008-02-04,1380.819946,723.46,2382.85
2008-02-05,1336.640015,701.58,2309.57
2008-02-06,1326.449951,692.49,2278.75
2008-02-07,1336.910034,702.78,2293.03
2008-02-08,1331.290039,698.9,2304.85
2008-02-11,1339.130005,699.75,2320.06
2008-02-12,1348.859985,705.48,2320.04
2008-02-13,1367.209961,721.93,2373.93
2008-02-14,1348.859985,705.32,2332.54
2008-02-15,1349.98999,701.52,2321.8
2008-02-18,1349.98999,701.52,2321.8
2008-02-19,1348.780029,702.34,2306.2
2008-02-20,1360.030029,710.02,2327.1
2008-02-21,1342.530029,696.28,2299.78
2008-02-22,1353.109985,695.43,2303.35
2008-02-25,1371.800049,710.46,2327.48
2008-02-26,1381.290039,717.32,2344.99
2008-02-27,1380.02002,716.44,2353.78
2008-02-28,1367.680054,705.72,2331.57
2008-02-29,1330.630005,686.18,2271.48
2008-03-03,1331.339966,684.22,2258.6
2008-03-04,1326.75,680.98,2260.28
2008-03-05,1333.699951,683.74,2272.81
2008-03-06,1304.339966,662.78,2220.5
2008-03-07,1293.369995,660.11,2212.49
2008-03-10,1273.369995,643.97,2169.34
2008-03-11,1320.650024,673.81,2255.76
2008-03-12,1308.77002,667.31,2243.87
2008-03-13,1315.47998,679.71,2263.61
2008-03-14,1288.140015,662.9,2212.49
2008-03-17,1276.599976,650.48,2177.01
2008-03-18,1330.73999,681.93,2268.26
2008-03-19,1298.420044,664.13,2209.96
2008-03-20,1329.51001,681.42,2258.11
2008-03-21,1329.51001,681.42,2258.11
2008-03-24,1349.880005,701.28,2326.75
2008-03-25,1352.98999,705.27,2341.05
2008-03-26,1341.130005,702.11,2324.36
2008-03-27,1325.76001,692.39,2280.83
2008-03-28,1315.219971,683.18,2261.18
2008-03-31,1322.699951,687.97,2279.1
2008-04-01,1370.180054,710.65,2362.75
2008-04-02,1367.530029,712.27,2361.4
2008-04-03,1369.310059,713.57,2363.3
2008-04-04,1370.400024,713.73,2370.98
2008-04-07,1372.540039,712.68,2364.83
2008-04-08,1365.540039,711.92,2348.76
2008-04-09,1354.48999,698.38,2322.12
2008-04-10,1360.550049,707.42,2351.7
2008-04-11,1332.829956,688.16,2290.24
2008-04-14,1328.319946,686.07,2275.82
2008-04-15,1334.430054,692.06,2286.04
2008-04-16,1364.709961,713.39,2350.11
2008-04-17,1365.560059,708.0,2341.83
2008-04-18,1390.329956,721.07,2402.97
2008-04-21,1388.170044,718.0,2408.04
2008-04-22,1375.939941,703.71,2376.94
2008-04-23,1379.930054,708.11,2405.21
2008-04-24,1388.819946,717.07,2428.92
2008-04-25,1397.839966,721.88,2422.93
2008-04-28,1396.369995,725.37,2424.4
2008-04-29,1390.939941,718.93,2426.1
2008-04-30,1385.589966,716.18,2412.8
2008-05-01,1409.339966,729.75,2480.71
2008-05-02,1413.900024,725.74,2476.99
2008-05-05,1407.48999,724.35,2464.12
2008-05-06,1418.26001,729.79,2483.31
2008-05-07,1392.569946,716.21,2438.49
2008-05-08,1397.680054,719.55,2451.24
2008-05-09,1388.280029,720.05,2445.52
2008-05-12,1403.579956,733.23,2488.49
2008-05-13,1403.040039,736.85,2495.12
2008-05-14,1408.660034,736.07,2496.7
2008-05-15,1423.569946,743.38,2533.73
2008-05-16,1425.349976,741.17,2528.85
2008-05-19,1426.630005,738.45,2516.09
2008-05-20,1413.400024,735.64,2492.26
2008-05-21,1390.709961,727.11,2448.27
2008-05-22,1394.349976,733.01,2464.58
2008-05-23,1375.930054,724.1,2444.67
2008-05-26,1375.930054,724.1,2444.67
2008-05-27,1385.349976,734.39,2481.24
2008-05-28,1390.839966,738.46,2486.7
2008-05-29,1398.26001,745.55,2508.32
2008-05-30,1400.380005,748.28,2522.66
2008-06-02,1385.670044,741.02,2491.53
2008-06-03,1377.650024,739.0,2480.48
2008-06-04,1377.199951,743.71,2503.14
2008-06-05,1404.050049,763.27,2549.94
2008-06-06,1360.680054,740.37,2474.56
2008-06-09,1361.76001,735.25,2459.46
2008-06-10,1358.439941,732.62,2448.94
2008-06-11,1335.48999,717.88,2394.01
2008-06-12,1339.869995,719.84,2404.35
2008-06-13,1360.030029,733.61,2454.5
2008-06-16,1360.140015,740.74,2474.78
2008-06-17,1350.930054,736.57,2457.73
2008-06-18,1337.810059,730.71,2429.71
2008-06-19,1342.829956,737.83,2462.06
2008-06-20,1317.930054,725.73,2406.09
2008-06-23,1318.0,719.81,2385.74
2008-06-24,1314.290039,707.92,2368.28
2008-06-25,1321.969971,716.3,2401.26
2008-06-26,1283.150024,698.42,2321.37
2008-06-27,1278.380005,698.14,2315.63
2008-06-30,1280.0,689.66,2292.98
2008-07-01,1284.910034,691.59,2304.97
2008-07-02,1261.52002,672.34,2251.46
2008-07-03,1262.900024,665.78,2245.38
2008-07-04,1262.900024,665.78,2245.38
2008-07-07,1252.310059,658.26,2243.32
2008-07-08,1273.699951,682.72,2294.44
2008-07-09,1244.689941,663.75,2234.89
2008-07-10,1253.390015,670.44,2257.85
2008-07-11,1239.48999,674.95,2239.08
2008-07-14,1228.300049,664.5,2212.87
2008-07-15,1214.910034,662.35,2215.71
2008-07-16,1245.359985,686.75,2284.85
2008-07-17,1260.319946,696.63,2312.3
2008-07-18,1260.680054,693.08,2282.78
2008-07-21,1260.0,697.63,2279.53
2008-07-22,1277.0,716.82,2303.96
2008-07-23,1282.189941,719.19,2325.88
2008-07-24,1252.540039,702.39,2280.11
2008-07-25,1257.76001,710.34,2310.53
2008-07-28,1234.369995,696.11,2264.22
2008-07-29,1263.199951,714.55,2319.62
2008-07-30,1284.26001,718.86,2329.72
2008-07-31,1267.380005,714.52,2325.55
2008-08-01,1260.310059,716.16,2310.96
2008-08-04,1249.01001,704.14,2285.56
2008-08-05,1284.880005,721.04,2349.83
2008-08-06,1289.189941,725.9,2378.37
2008-08-07,1266.069946,713.41,2355.73
2008-08-08,1296.319946,734.3,2414.1
2008-08-11,1305.319946,751.06,2439.95
2008-08-12,1289.589966,744.94,2430.61
2008-08-13,1285.829956,747.69,2428.62
2008-08-14,1292.930054,754.38,2453.67
2008-08-15,1298.199951,753.37,2452.52
2008-08-18,1278.599976,741.97,2416.98
2008-08-19,1266.689941,730.03,2384.36
2008-08-20,1274.540039,731.6,2389.08
2008-08-21,1277.719971,725.25,2380.38
2008-08-22,1292.199951,737.6,2414.71
2008-08-25,1266.839966,720.54,2365.59
2008-08-26,1271.51001,723.51,2361.97
2008-08-27,1281.660034,732.95,2382.46
2008-08-28,1300.680054,747.79,2411.64
2008-08-29,1282.829956,739.5,2367.52
2008-09-01,1282.829956,739.5,2367.52
2008-09-02,1277.579956,738.51,2349.24
2008-09-03,1274.97998,741.91,2333.73
2008-09-04,1236.829956,718.62,2259.04
2008-09-05,1242.310059,718.85,2255.88
2008-09-08,1267.790039,732.86,2269.76
2008-09-09,1224.51001,707.29,2209.81
2008-09-10,1232.040039,717.16,2228.7
2008-09-11,1249.050049,719.0,2258.22
2008-09-12,1251.699951,720.26,2261.27
2008-09-15,1192.699951,689.76,2179.91
2008-09-16,1213.599976,710.65,2207.9
2008-09-17,1156.390015,676.38,2098.85
2008-09-18,1206.51001,723.68,2199.1
2008-09-19,1255.079956,753.74,2273.9
2008-09-22,1207.089966,720.44,2178.98
2008-09-23,1188.219971,709.19,2153.33
2008-09-24,1185.869995,697.77,2155.68
2008-09-25,1209.180054,705.74,2186.57
2008-09-26,1213.27002,704.79,2183.34
2008-09-29,1106.420044,657.72,1983.73
2008-09-30,1166.359985,679.58,2082.33
2008-10-01,1161.060059,671.59,2069.4
2008-10-02,1114.280029,637.67,1976.72
2008-10-03,1099.22998,619.4,1947.39
2008-10-06,1056.890015,595.91,1862.96
2008-10-07,996.22998,558.95,1754.88
2008-10-08,984.940002,546.57,1740.33
2008-10-09,909.919983,499.2,1645.12
2008-10-10,899.219971,522.48,1649.51
2008-10-13,1003.349976,570.89,1844.25
2008-10-14,998.01001,554.65,1779.01
2008-10-15,907.840027,502.11,1628.33
2008-10-16,946.429993,536.57,1717.71
2008-10-17,940.549988,526.43,1711.29
2008-10-20,985.400024,546.84,1770.03
2008-10-21,955.049988,530.65,1696.68
2008-10-22,896.780029,501.97,1615.75
2008-10-23,908.109985,489.92,1603.91
2008-10-24,876.77002,471.12,1552.03
2008-10-27,848.919983,448.4,1505.9
2008-10-28,940.51001,482.55,1649.47
2008-10-29,930.090027,490.88,1657.21
2008-10-30,954.090027,514.18,1698.52
2008-10-31,968.75,537.52,1720.95
2008-11-03,966.299988,538.5,1726.33
2008-11-04,1005.75,545.97,1780.12
2008-11-05,952.77002,514.64,1681.64
2008-11-06,904.880005,495.84,1608.7
2008-11-07,930.98999,505.79,1647.4
2008-11-10,919.210022,493.1,1616.74
2008-11-11,898.950012,482.29,1580.9
2008-11-12,852.299988,452.8,1499.21
2008-11-13,911.289978,491.23,1596.7
2008-11-14,873.289978,456.52,1516.85
2008-11-17,850.75,451.3,1482.05
2008-11-18,859.119995,447.51,1483.27
2008-11-19,806.580017,412.38,1386.42
2008-11-20,752.440002,385.31,1316.12
2008-11-21,800.030029,406.54,1384.35
2008-11-24,851.809998,436.8,1472.02
2008-11-25,857.390015,443.18,1464.73
2008-11-26,887.679993,468.86,1532.1
2008-11-27,887.679993,468.86,1532.1
2008-11-28,896.23999,473.14,1535.57
2008-12-01,816.210022,417.07,1398.07
2008-12-02,848.809998,441.82,1449.8
2008-12-03,870.73999,453.76,1492.38
2008-12-04,845.219971,439.53,1445.56
2008-12-05,876.070007,461.09,1509.31
2008-12-08,909.700012,481.38,1571.74
2008-12-09,888.669983,465.71,1547.34
2008-12-10,899.23999,476.4,1565.48
2008-12-11,873.590027,451.21,1507.88
2008-12-12,879.72998,468.43,1540.72
2008-12-15,868.570007,452.57,1508.34
2008-12-16,913.179993,482.85,1589.89
2008-12-17,904.419983,486.59,1579.31
2008-12-18,885.280029,479.17,1552.37
2008-12-19,887.880005,486.26,1564.32
2008-12-22,871.630005,475.07,1532.35
2008-12-23,863.159973,468.64,1521.54
2008-12-24,868.150024,470.49,1524.9
2008-12-25,868.150024,470.49,1524.9
2008-12-26,872.799988,476.77,1530.24
2008-12-29,869.419983,466.15,1510.32
2008-12-30,890.640015,482.77,1550.7
2008-12-31,903.25,499.45,1577.03
2009-01-01,903.25,499.45,1577.03
2009-01-02,931.799988,505.84,1632.21
2009-01-05,927.450012,505.03,1628.03
2009-01-06,934.700012,514.71,1652.38
2009-01-07,906.650024,497.1,1599.06
2009-01-08,909.72998,502.01,1617.01
2009-01-09,890.349976,481.3,1571.59
2009-01-12,870.26001,468.8,1538.79
2009-01-13,871.789978,473.79,1546.46
2009-01-14,842.619995,453.17,1489.64
2009-01-15,843.73999,462.62,1511.84
2009-01-16,850.119995,466.45,1529.33
2009-01-19,850.119995,466.45,1529.33
2009-01-20,805.219971,433.65,1440.86
