,persistence_entropy,topological_complexity,feature_stability,volatility,volatility_of_volatility,max_drawdown,avg_feature_lifetime,max_feature_lifetime
0,5.906852591683019,87.05,inf,0.9635752624341951,0.5060820302889373,3.623899657807791,inf,inf
