,density_mean,density_std,density_skew,network_avg_degree,network_clustering_coef,network_n_components,volatility_mean_vol,volatility_vol_of_vol,volatility_max_vol
0,0.21620182910942418,0.0775721372418426,-0.3102792213801036,0,0,233,0.8209254568134772,0.5967268144001364,2.6573238625413023
