,persistence_entropy,topological_complexity,feature_stability,volatility,volatility_of_volatility,max_drawdown,avg_feature_lifetime,max_feature_lifetime
0,-1.000000082690371e-10,0.3,inf,0.6946850344059183,,3.297077352339917,inf,inf
