,density_mean,density_std,density_skew,network_avg_degree,network_clustering_coef,network_n_components,volatility_mean_vol,volatility_vol_of_vol,volatility_max_vol
0,0.12297398046014978,0.0025925869685391057,-0.08845900305077332,0,0,5,0.6808126222422677,0.15810632081334852,0.8219832688092333
