,persistence_entropy,topological_complexity,feature_stability,volatility,volatility_of_volatility,max_drawdown,avg_feature_lifetime,max_feature_lifetime
0,3.6693451104053967,14.35,inf,1.003210103661063,0.6128131036777704,3.7270354499180356,inf,inf
