,persistence_entropy,topological_complexity,feature_stability,volatility,volatility_of_volatility,max_drawdown,avg_feature_lifetime,max_feature_lifetime
0,4.7456626673682525,19.3,inf,0.911897235358069,0.27849749808107455,3.423386347129035,inf,inf
