,density_mean,density_std,density_skew,network_avg_degree,network_clustering_coef,network_n_components,volatility_mean_vol,volatility_vol_of_vol,volatility_max_vol
0,0.15054593535484945,0.026782693809638547,-0.26043321470559905,0,0,232,0.8671125253304977,0.27560890986529113,1.5394710510644025
