,density_mean,density_std,density_skew,network_avg_degree,network_clustering_coef,network_n_components,volatility_mean_vol,volatility_vol_of_vol,volatility_max_vol
0,0.16888552096086673,0.03679192217075016,-0.27007304998730486,0,0,960,0.89433592122513,0.3366203819121432,1.9223160108213357
