,density_mean,density_std,density_skew,network_avg_degree,network_clustering_coef,network_n_components,volatility_mean_vol,volatility_vol_of_vol,volatility_max_vol
0,0.20313619009581413,0.05855324829279289,-0.13316599230619539,0,0,1238,0.8237754879172995,0.5068678024047831,4.027954922909385
